,gen_summaries,rouge_scores
49,"Best way to cut jeans into shorts -- What better way to declare the start of summer? Lay the short jean leg on top of the other side and cut to evenly match."" Repeat","{'rouge1': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rouge2': Score(precision=0.06976744186046512, recall=0.09375, fmeasure=0.07999999999999999), 'rougeL': Score(precision=0.13636363636363635, recall=0.18181818181818182, fmeasure=0.15584415584415584), 'rougeLsum': Score(precision=0.18181818181818182, recall=0.24242424242424243, fmeasure=0.2077922077922078)}"
50,"The reason behind the jump in the number of Iraqis at the school is a new government policy: For the first time since the start of the Iraq war, Jordan is allowing all Iraqi children -- regardless of refugee status -- to enroll in state-funded schools. Jordanian Minister of Education Khalid To","{'rouge1': Score(precision=0.40476190476190477, recall=0.3333333333333333, fmeasure=0.3655913978494623), 'rouge2': Score(precision=0.17073170731707318, recall=0.14, fmeasure=0.15384615384615385), 'rougeL': Score(precision=0.23809523809523808, recall=0.19607843137254902, fmeasure=0.2150537634408602), 'rougeLsum': Score(precision=0.2857142857142857, recall=0.23529411764705882, fmeasure=0.2580645161290323)}"
51,"Mukasey, a former federal judge in New York, told senators he considers waterboarding ""repugnant,"" but he could not categorically say whether the technique amounts to torture, which U.S.","{'rouge1': Score(precision=0.35135135135135137, recall=0.4482758620689655, fmeasure=0.393939393939394), 'rouge2': Score(precision=0.16666666666666666, recall=0.21428571428571427, fmeasure=0.1875), 'rougeL': Score(precision=0.32432432432432434, recall=0.41379310344827586, fmeasure=0.36363636363636365), 'rougeLsum': Score(precision=0.35135135135135137, recall=0.4482758620689655, fmeasure=0.393939393939394)}"
52,"Volunteers take turns three days a week driving a tanker truck or Orme's diesel-belching 1961 fire truck to a hydrant near Bridgeport, Alabama, 2 miles down the road.","{'rouge1': Score(precision=0.13157894736842105, recall=0.16666666666666666, fmeasure=0.14705882352941177), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10526315789473684, recall=0.13333333333333333, fmeasure=0.11764705882352941), 'rougeLsum': Score(precision=0.13157894736842105, recall=0.16666666666666666, fmeasure=0.14705882352941177)}"
53,"summarize: (CNN) -- China has suspended exports of the Aqua Dots toys contaminated with a chemical that can convert to a powerful ""date rape"" drug, the state-run Xinhua news agency reported Saturday. China","{'rouge1': Score(precision=0.22916666666666666, recall=0.3333333333333333, fmeasure=0.2716049382716049), 'rouge2': Score(precision=0.06382978723404255, recall=0.09375, fmeasure=0.0759493670886076), 'rougeL': Score(precision=0.10416666666666667, recall=0.15151515151515152, fmeasure=0.1234567901234568), 'rougeLsum': Score(precision=0.20833333333333334, recall=0.30303030303030304, fmeasure=0.2469135802469136)}"
54,"While the Congolese government accused troops under rebel general Laurent Nkunda of staging the attack, a Nkunda spokesman denied the allegation, according to a report from the Integrated Regional Information Networks, a U.N.-affiliated news service.","{'rouge1': Score(precision=0.225, recall=0.24324324324324326, fmeasure=0.23376623376623376), 'rouge2': Score(precision=0.02564102564102564, recall=0.027777777777777776, fmeasure=0.026666666666666665), 'rougeL': Score(precision=0.125, recall=0.13513513513513514, fmeasure=0.12987012987012989), 'rougeLsum': Score(precision=0.2, recall=0.21621621621621623, fmeasure=0.2077922077922078)}"
55,"summarize: (LiveWire) -- Voluble Gary Vaynerchuk, 31, the host of ""Wine Library TV,"" an online video show, has been known to lick rocks, suck leather and eat dirt while on camera, all to illustrate the unique properties of wine. About","{'rouge1': Score(precision=0.2413793103448276, recall=0.1794871794871795, fmeasure=0.20588235294117646), 'rouge2': Score(precision=0.10714285714285714, recall=0.07894736842105263, fmeasure=0.09090909090909091), 'rougeL': Score(precision=0.20689655172413793, recall=0.15384615384615385, fmeasure=0.17647058823529413), 'rougeLsum': Score(precision=0.2413793103448276, recall=0.1794871794871795, fmeasure=0.20588235294117646)}"
56,"The reason behind the jump in the number of Iraqis at the school is a new government policy: For the first time since the start of the Iraq war, Jordan is allowing all Iraqi children -- regardless of refugee status -- to enroll in state-funded schools. Jordanian Minister of Education Khalid To","{'rouge1': Score(precision=0.40476190476190477, recall=0.3333333333333333, fmeasure=0.3655913978494623), 'rouge2': Score(precision=0.17073170731707318, recall=0.14, fmeasure=0.15384615384615385), 'rougeL': Score(precision=0.23809523809523808, recall=0.19607843137254902, fmeasure=0.2150537634408602), 'rougeLsum': Score(precision=0.2857142857142857, recall=0.23529411764705882, fmeasure=0.2580645161290323)}"
57,"summarize: PATUAKHALI, Bangladesh (CNN) -- Survivors of a storm that killed more than 3,000 people in the impoverished nation of Bangladesh grieved and buried their loved ones Monday as they waited for aid to arrive. International","{'rouge1': Score(precision=0.25, recall=0.2777777777777778, fmeasure=0.2631578947368421), 'rouge2': Score(precision=0.1282051282051282, recall=0.14285714285714285, fmeasure=0.13513513513513511), 'rougeL': Score(precision=0.225, recall=0.25, fmeasure=0.2368421052631579), 'rougeLsum': Score(precision=0.25, recall=0.2777777777777778, fmeasure=0.2631578947368421)}"
58,"summarize: GLASGOW, Scotland -- World champions Italy clinched qualification for Euro 2008 after goals in the first and last minutes gave them a pulsating 2-1 victory at Hampden Park -- killing off Scotland's hopes of reaching the finals. Luca Toni celebrates his early goal as Italy won 2-1 in Scotland to clinch qualification from Group B.","{'rouge1': Score(precision=0.4883720930232558, recall=0.3684210526315789, fmeasure=0.41999999999999993), 'rouge2': Score(precision=0.19047619047619047, recall=0.14285714285714285, fmeasure=0.16326530612244897), 'rougeL': Score(precision=0.2558139534883721, recall=0.19298245614035087, fmeasure=0.22), 'rougeLsum': Score(precision=0.3488372093023256, recall=0.2631578947368421, fmeasure=0.3)}"
59,"Several days ago, an Azerbaijani army officer who had connections to a radical Islamic group seized four assault rifles, a machine gun and 20 hand grenades from his military unit and hid them in the outskirts of Baku, the ministry spokesman and U.S.","{'rouge1': Score(precision=0.3142857142857143, recall=0.25, fmeasure=0.27848101265822783), 'rouge2': Score(precision=0.11764705882352941, recall=0.09302325581395349, fmeasure=0.1038961038961039), 'rougeL': Score(precision=0.2, recall=0.1590909090909091, fmeasure=0.17721518987341772), 'rougeLsum': Score(precision=0.2571428571428571, recall=0.20454545454545456, fmeasure=0.22784810126582275)}"
60,"The 20-year-old, who has missed three months this season due to a wrist injury, beat Jarkko Nieminen of Finland 7-6 (7-5) 6-3 to progress into the third round. Defending champin and fourth seed Nikolay Davydenko, one of six players to have already qualified for Shanghai, beat Argentina's Juan Del Potro 7-6 (7-3) 6-1 in his opening match on Wednesday.","{'rouge1': Score(precision=0.37209302325581395, recall=0.23529411764705882, fmeasure=0.2882882882882883), 'rouge2': Score(precision=0.07142857142857142, recall=0.04477611940298507, fmeasure=0.055045871559633024), 'rougeL': Score(precision=0.20930232558139536, recall=0.1323529411764706, fmeasure=0.16216216216216217), 'rougeLsum': Score(precision=0.3023255813953488, recall=0.19117647058823528, fmeasure=0.23423423423423423)}"
61,"Carmindy's neutral picks for day are designed to ""enhance your natural lip color."" For night she recommends dark berry or true red for all skin tones. Day","{'rouge1': Score(precision=0.3, recall=0.42857142857142855, fmeasure=0.3529411764705882), 'rouge2': Score(precision=0.10256410256410256, recall=0.14814814814814814, fmeasure=0.12121212121212123), 'rougeL': Score(precision=0.225, recall=0.32142857142857145, fmeasure=0.2647058823529412), 'rougeLsum': Score(precision=0.25, recall=0.35714285714285715, fmeasure=0.2941176470588235)}"
62,"""I love everything new,"" says Heigl, 28, who, in addition to being nominated for an Emmy for best supporting actress on ""Grey's Anatomy,"" just started a production company at Fox. Considering this fondness for all things beauty -- as well as Heigl's impressive acting range -- she plays TV dramedy as deftly as cinematic romantic comedy, as in the mega-hit ""Knocked Up"" and next year's 27 Dresses -- it seems natural for her to be In Style's first ever triple-cover girl. The","{'rouge1': Score(precision=0.3888888888888889, recall=0.16470588235294117, fmeasure=0.23140495867768593), 'rouge2': Score(precision=0.11428571428571428, recall=0.047619047619047616, fmeasure=0.06722689075630252), 'rougeL': Score(precision=0.25, recall=0.10588235294117647, fmeasure=0.1487603305785124), 'rougeLsum': Score(precision=0.3055555555555556, recall=0.12941176470588237, fmeasure=0.18181818181818185)}"
63,"It's pretty hard to argue with the motto ""Any Day Above Ground is a Good One."" So goes the backhanded optimism of the National Museum of Funeral History, a Houston facility that opened in 1992. If","{'rouge1': Score(precision=0.23076923076923078, recall=0.16216216216216217, fmeasure=0.19047619047619047), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.11538461538461539, recall=0.08108108108108109, fmeasure=0.09523809523809523), 'rougeLsum': Score(precision=0.11538461538461539, recall=0.08108108108108109, fmeasure=0.09523809523809523)}"
64,"""We have tried all other means to identify and to bring him to justice, but we are now convinced that without the public's help this sexual predator could continue to rape and sexually abuse young children whose ages appear to range from six to early teens,"" Noble said.","{'rouge1': Score(precision=0.1935483870967742, recall=0.12244897959183673, fmeasure=0.15), 'rouge2': Score(precision=0.03333333333333333, recall=0.020833333333333332, fmeasure=0.025641025641025637), 'rougeL': Score(precision=0.16129032258064516, recall=0.10204081632653061, fmeasure=0.12500000000000003), 'rougeLsum': Score(precision=0.1935483870967742, recall=0.12244897959183673, fmeasure=0.15)}"
65,"Although Reuters is best known as the world's largest international multimedia news agency, more than 90% of its revenue derives from its financial services business.","{'rouge1': Score(precision=0.15151515151515152, recall=0.19230769230769232, fmeasure=0.1694915254237288), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.12121212121212122, recall=0.15384615384615385, fmeasure=0.13559322033898305), 'rougeLsum': Score(precision=0.12121212121212122, recall=0.15384615384615385, fmeasure=0.13559322033898305)}"
66,"summarize: (CNN) -- Six of the seven college students killed in a massive house fire Sunday morning in Ocean Isle Beach, North Carolina, attended the University of South Carolina, a university official said Sunday. ""I","{'rouge1': Score(precision=0.2765957446808511, recall=0.38235294117647056, fmeasure=0.3209876543209876), 'rouge2': Score(precision=0.08695652173913043, recall=0.12121212121212122, fmeasure=0.10126582278481013), 'rougeL': Score(precision=0.23404255319148937, recall=0.3235294117647059, fmeasure=0.271604938271605), 'rougeLsum': Score(precision=0.23404255319148937, recall=0.3235294117647059, fmeasure=0.271604938271605)}"
67,"Also helping improve the security situation are the cease-fire by radical Shiite cleric Muqtada al-Sadr's Mehdi Army and the development of a program that employs ""concerned local citizens"" to assist U.S. Farris' sector -- which includes the Sunni-dominated district of Adhamiya and Sadr City, the Shiite slum where militants have demonstrated a strong presence -- has seen a ""remarkable turnaround,"" he said.","{'rouge1': Score(precision=0.1951219512195122, recall=0.12307692307692308, fmeasure=0.15094339622641512), 'rouge2': Score(precision=0.075, recall=0.046875, fmeasure=0.05769230769230769), 'rougeL': Score(precision=0.07317073170731707, recall=0.046153846153846156, fmeasure=0.05660377358490566), 'rougeLsum': Score(precision=0.07317073170731707, recall=0.046153846153846156, fmeasure=0.05660377358490566)}"
68,"summarize: (CNN) -- Officials are searching for the driver of a white truck seen on Santiago Canyon Road on Sunday, near the time the Santiago fire started, Orange County authorities said Friday. In","{'rouge1': Score(precision=0.3333333333333333, recall=0.4375, fmeasure=0.37837837837837834), 'rouge2': Score(precision=0.17073170731707318, recall=0.22580645161290322, fmeasure=0.19444444444444445), 'rougeL': Score(precision=0.2857142857142857, recall=0.375, fmeasure=0.3243243243243243), 'rougeLsum': Score(precision=0.3333333333333333, recall=0.4375, fmeasure=0.37837837837837834)}"
